,_Player_,_Born_,_Squad_,defense_Blocks_Blocks,defense_Tackles_Tkl,defense_Tackles_TklW,defense_Tackles_Def 3rd,defense_Tackles_Mid 3rd,defense_Tackles_Att 3rd,defense__Int,defense__Clr,possession_Touches_Def Pen,possession_Touches_Def 3rd,possession_Touches_Mid 3rd,possession_Touches_Att 3rd,possession_Touches_Att Pen,possession_Touches_Touches,passing_Total_Att,passing_Short_Att,passing_Medium_Att,passing_Long_Att,passing__KP,passing__CrsPA,passing__PrgP,possession_Carries_PrgDist,possession_Carries_TotDist,possession_Receiving_Rec,possession_Receiving_PrgR,possession_Take-Ons_Att,possession_Take-Ons_Succ,gca_SCATypes_TO,gca_SCATypes_Sh,gca_SCATypes_Fld,gca_SCATypes_Def,gca_SCATypes_PassLive,gca_SCATypes_PassDead,shooting_Standard_Dist,shooting_Expected_npxG,playingtime_PlayingTime_Min,misc_Performance_Fls,misc_Performance_Fld,misc_Performance_Off,misc_AerialDuels_Won,misc_AerialDuels_Lost
2123,Jean Onana,2000,Lens,-0.3427835051546392,-0.07930367504835585,-0.0647249190938511,-0.34928229665071775,0.22978723404255313,-0.3013698630136986,-0.0699088145896656,-0.3632958801498127,-0.3538011695906433,-0.5335984095427435,-0.4908463144371287,-0.7759667071267556,-0.8122699386503067,-0.5694800399635116,-0.5831537909100236,-0.5884656461374155,-0.5726844972758791,-0.6294982260516979,-0.731578947368421,-0.83,-0.7231892195395845,-0.6490929589013016,-0.6034136641707973,-0.5917861247202565,-0.8247422680412371,-0.8152173913043478,-0.6234177215189873,-1.0,-0.2916666666666667,-1.0,-0.15000000000000002,-0.7685325264750378,-1.0,0.3895966029723991,-0.8847457627118644,-0.5848908718196069,-0.7446351931330472,-0.6351931330472103,-0.4426229508196722,-0.5930851063829787,-0.6540697674418604
2124,Loïs Openda,2000,Lens,-0.6056701030927835,-0.6382978723404256,-0.5048543689320388,-0.8373205741626795,-0.5659574468085107,-0.3013698630136986,-0.8966565349544073,-0.8089887640449438,-0.8840155945419104,-0.9188866799204771,-0.662839248434238,0.3500953702098144,2.462576687116565,-0.4742191911732766,-0.6136760028726788,-0.5904829714014477,-0.7116146607231303,-0.6984287886467309,0.07368421052631585,-0.66,-0.5991016282987086,-0.4755560110689761,-0.41159009390430706,-0.49615919675799913,1.0057273768613975,0.42546583850931674,0.022151898734177135,2.4693877551020407,2.541666666666666,1.6153846153846156,-0.15000000000000002,0.0030257186081694295,-0.7848101265822784,-0.2119603680113235,4.071186440677966,0.2899131797901845,0.5321888412017168,0.7145922746781117,5.131147540983606,-0.41223404255319146,-0.011627906976744146
2125,Dango Ouattara,2002,Lorient,-0.004366812227074213,0.11764705882352947,0.24747474747474754,-0.02061855670103099,-0.10300429184549359,1.5,0.052478134110787084,-0.5080147965474723,-0.5754830917874396,-0.5916703720171929,-0.4994752308984047,0.5580551523947751,1.5293185419968305,-0.32189947457123036,-0.4730134932533733,-0.4107696645052156,-0.545697656127104,-0.5919140871762476,0.6007326007326007,0.027027027027026997,-0.4052969502407705,-0.2042215107316495,-0.1917046201255296,-0.3526912181303116,1.3555008210180624,0.7658823529411765,0.43396226415094336,2.6774193548387095,1.7941176470588234,5.147058823529412,3.3846153846153846,0.2860262008733625,-0.5581395348837209,-0.07262569832402219,1.7520891364902502,-0.09526592635885447,-0.22764227642276427,0.756989247311828,-0.19148936170212771,0.835509138381201,0.5798687089715535
2128,Azzedine Ounahi,2000,Angers,-0.5531914893617021,-0.33720930232558144,-0.5240793201133145,-0.6341463414634146,0.0790513833992095,-0.6612903225806451,-0.09482758620689663,-0.8453038674033149,-0.853585657370518,-0.5628436763550668,-0.046687195788218984,0.177570093457944,0.6303142329020333,-0.136159314237926,-0.1414665801427645,0.05419664268585141,-0.3154299906861223,-0.21306209850107063,0.4000000000000001,-0.6612903225806451,0.38095238095238093,0.2203623580313683,0.15332279062925228,0.008511635171013516,0.25836575875486384,0.742152466367713,0.9672131147540984,0.909090909090909,1.52,-0.5116279069767441,-1.0,0.6153846153846154,-0.5227272727272727,0.1712511091393081,0.010695187165775614,-0.2621603958547288,-0.5074626865671642,0.26,-0.5227272727272727,-0.7400990099009901,-0.3927710843373494
2129,Adam Ounas,1996,Lille,-0.26086956521739135,-0.43986820428336076,-0.4626436781609195,-0.734375,-0.31999999999999995,0.009900990099009865,-0.5853658536585366,-0.8371647509578544,-0.9053803339517625,-0.8311757403794999,-0.6401693320790216,0.14203454894433784,-0.3488612836438923,-0.49371185121461636,-0.5336065573770492,-0.5716131811328883,-0.5461670340435955,-0.32905373276271993,0.10776942355889732,0.1525423728813559,-0.40540540540540543,-0.27280064568200163,-0.32614684745629774,-0.4832295297411577,0.13393810032017076,0.7963917525773195,0.6509186351706038,0.3877551020408163,-0.22727272727272727,-0.2765957446808511,-1.0,-0.12320916905444133,1.4285714285714286,0.17051189617880333,-0.32235701906412484,-0.4453915496412584,-0.4444444444444444,0.11791383219954647,-0.4426229508196722,-0.7951807228915663,-0.6100917431192661
2131,Nicolas Pallois,1987,Nantes,0.6379310344827587,0.9194729136163983,1.0096153846153846,1.7295774647887319,0.26666666666666666,-0.5681818181818182,0.3734939759036145,2.6602941176470587,2.0765124555160144,1.640274691981418,0.4629981024667932,-0.8549934583515045,-0.6105417276720351,0.4533526940828708,0.4578992202345849,0.007966101694915205,0.7605588565922594,1.1240174672489083,-0.7532467532467533,-0.6082474226804124,0.07854785478547846,0.2879424115176965,0.20565987700311925,0.3313203176704169,-0.9607708189951824,-0.7752956636005256,-0.6356164383561643,-0.6274509803921569,-0.6041666666666666,-1.0,1.1111111111111114,-0.7417475728155339,-1.0,-0.30605889014722526,-0.3804347826086956,0.29014145009358416,-0.16483516483516478,-0.7061855670103093,-0.6041666666666666,0.18962432915921282,-0.15630550621669628
2132,Erik Palmer-Brown,1997,Troyes,1.6014669926650367,0.3548387096774194,0.478386167146974,0.8348909657320872,-0.05472636815920402,-0.7164179104477612,0.2731958762886597,3.1830238726790454,3.5066413662239087,2.221713021491783,0.5141558895491086,-0.8018252933507171,-0.470383275261324,0.8338022073144341,0.8759460575202973,0.65365774003919,1.1754235837754576,1.0154816513761469,-0.5445205479452054,-0.6984126984126984,0.18849040867389485,0.7263329706202394,0.6404079047705212,0.7710085818676183,-1.0,-0.6220159151193634,-0.6156069364161849,-1.0,-0.5128205128205129,-1.0,1.9230769230769231,-0.33402061855670107,-0.6545454545454545,-0.36964980544747084,-0.4045584045584045,0.8260646948978978,0.41282051282051274,-0.40624999999999994,-0.6481481481481481,1.3487858719646801,0.27196652719665265
2135,Dimitri Payet,1987,Marseille,-0.8117647058823529,-0.8478605388272583,-0.830238726790451,-0.8735177865612648,-0.8865248226950354,-0.6666666666666666,-1.0,-0.8810408921933085,-0.9086584205518554,-0.8301282051282052,-0.6523004182578651,-0.20136837194837506,-0.30434782608695654,-0.563511746403932,-0.5487090475157301,-0.5550847457627118,-0.6087354518111677,-0.34043538675312646,0.32620320855614976,-0.8315789473684211,-0.3812636165577342,-0.5742565772559773,-0.566383521578145,-0.5093532870122929,-0.232,-0.2664756446991404,-0.14285714285714285,0.7777777777777778,-0.7611940298507462,0.03225806451612903,-1.0,-0.19142419601837674,1.5507246376811594,0.2785104732350663,-0.3084479371316306,-0.5804020100502513,-0.8315789473684211,-0.15555555555555556,-0.4666666666666667,-0.817351598173516,-0.8072289156626506
2139,Nicolas Pépé,1995,Nice,-0.0719602977667493,-0.301143583227446,-0.3558558558558559,-0.2241813602015114,-0.6140350877192983,0.25714285714285723,-0.8354114713216958,-0.9611307420494699,-0.9495798319327731,-0.7060877485957189,-0.2496302096928565,0.9900596421471174,1.5548387096774194,-0.11483169705469838,-0.1881746158345297,0.01859376924024138,-0.4282714266964168,-0.4288461538461539,0.6426666666666665,0.12820512820512822,-0.21375590020229263,-0.1382658185470372,-0.0069683248792392505,0.0008168394596293234,1.3101529902642561,1.1111111111111112,0.8606965174129353,-0.3230769230769231,0.660377358490566,2.666666666666667,-1.0,0.20450885668276975,2.6164383561643834,-0.007433991284285932,1.4728682170542633,0.005994983789074504,-0.20555555555555555,1.0166666666666666,1.6938775510204085,-0.5368421052631579,-0.1943661971830986
2141,Danilo Pereira,1991,Paris S-G,0.33875338753387524,0.015025041736227021,-0.07977207977207973,0.16326530612244894,0.055555555555555525,-0.4411764705882353,1.3916083916083914,1.6818181818181819,1.7284226190476188,1.1503012538674482,0.7932975520356069,-0.5927494046043927,-0.5018083182640145,0.5067915853998328,0.562181933842239,0.430253839420705,0.866571959348705,0.6861471861471863,-0.8194774346793349,-1.0,0.4637318659329664,0.6661050929123775,0.5251671492285731,0.4604458906820281,-0.8927655207798871,-0.7028154327424401,-0.5711060948081264,-1.0,-0.3448275862068966,-0.5777777777777777,0.7272727272727272,-0.5317769130998703,-1.0,-0.14349943799175735,-0.3938973647711513,0.37714285714285717,-0.13172043010752682,-0.335,-0.7466666666666667,1.748936170212766,1.1435897435897435
2142,Mathias Pereira Lage,1996,Brest,-0.5853658536585366,-0.49404761904761907,-0.6994949494949495,-0.7447447447447447,-0.1376811594202898,-0.7301587301587301,-0.4826086956521739,-0.6777251184834123,-0.769100169779287,-0.750678978815861,-0.5043237250554324,-0.1646090534979424,0.1539735099337748,-0.5022813688212928,-0.5471191574309906,-0.46717359050445106,-0.663249348392702,-0.5753370340999207,-0.16197183098591555,-0.5853658536585366,-0.589702333065165,-0.5303126800715737,-0.46684150855769097,-0.4535714285714286,0.4386873920552676,-0.24054982817869414,-0.36776859504132225,0.09677419354838712,-0.6458333333333334,0.41666666666666663,-1.0,-0.2774049217002237,-0.4069767441860465,0.036652611093090905,-0.32577903682719556,-0.32986121939809765,-0.1406593406593407,0.08767772511848339,-0.66,-0.4030100334448161,-0.09848484848484848
2143,Gaëtan Perrin,1996,Auxerre,-0.29411764705882354,-0.469578783151326,-0.5518207282913166,-0.6865203761755486,-0.5275590551181102,0.7647058823529412,-0.5475113122171946,-0.7580645161290323,-0.7584905660377359,-0.6395746981438096,-0.3594624860022396,0.28408527516113047,0.24789207419898826,-0.3132108486439195,-0.3891195721021888,-0.34823091247672255,-0.44041083761289185,-0.4343604896580836,0.7543859649122807,0.0,0.11111111111111109,0.1812231860457833,0.02148192574014508,-0.22762784090909097,0.3647851727042965,1.6801152737752159,2.8688524590163933,4.454545454545454,0.08108108108108103,0.21212121212121218,0.17647058823529416,0.3682092555331991,1.4137931034482758,0.12576858580212388,0.24293785310734473,-0.1469136181043206,-0.1724137931034483,0.11392405063291139,0.8604651162790699,-0.393939393939394,-0.17910447761194032
2144,Lucas Perrin,1998,Strasbourg,-0.3341463414634147,0.3608247422680411,0.40346534653465355,0.9029126213592233,0.049999999999999954,-0.5333333333333333,0.7622377622377624,0.6966463414634146,0.6564417177914109,0.6820677901912516,0.029653552554315947,-0.6160640920295809,-0.4814814814814815,0.050208789023662735,0.08440264108633362,-0.13,0.28185563863879143,0.3028866867729428,-0.4716981132075472,-0.5670103092783505,-0.20933734939759038,0.27938180731727197,0.061620511793279556,0.01699377692675916,-0.7715617715617715,-0.6299559471365639,-0.6158536585365854,-1.0,-0.5227272727272727,-1.0,0.10526315789473684,-0.49067164179104483,-1.0,-0.36983842010772006,-0.7505938242280286,0.11379890618426583,-0.05847953216374263,-0.12114537444933926,-1.0,0.15950920245398773,-0.2692307692307692
2145,Ronaël Pierre-Gabriel,1998,Strasbourg,-0.18048780487804886,-0.22680412371134026,-0.06435643564356432,-0.25242718446601936,-0.10000000000000003,-0.5333333333333333,-0.5594405594405594,-0.29573170731707316,-0.37423312883435583,-0.47509941298996405,-0.5478567234292425,-0.5082169268693508,-0.7407407407407407,-0.515609465102406,-0.5238569826834434,-0.4533333333333333,-0.5321226918968411,-0.7285652735889703,-0.7358490566037735,-0.3505154639175257,-0.6521084337349398,-0.5585191623434826,-0.562259001452251,-0.5777884155098133,-0.42890442890442887,-0.5066079295154186,-0.29573170731707316,-0.36363636363636365,-0.5227272727272727,-0.5714285714285715,0.10526315789473684,-0.6865671641791045,-0.045454545454545435,-0.213644524236984,-0.9002375296912114,-0.5879259570887674,-0.5087719298245613,-0.6299559471365639,-0.023255813953488292,-0.7423312883435583,-0.7307692307692307
2146,Julien Ponceau,2000,Lorient,0.12008733624454151,-0.23672883787661403,-0.08838383838383834,-0.5103092783505155,0.14163090128755362,0.0,-0.2244897959183674,-0.718865598027127,-0.6328502415458938,-0.52690084481992,0.06486146095717887,0.5074987905176586,0.29477020602218706,-0.0450084266878161,-0.002998500749625138,0.09007612066535105,-0.09737297467358814,-0.291850915982312,0.8095238095238095,-0.4864864864864865,0.5401284109149277,0.011621012688248493,0.03646930868057921,0.00141643059490085,0.6067323481116583,-0.32941176470588235,-0.48787061994609165,-0.3870967741935484,-1.0,0.11764705882352941,-1.0,0.8668122270742359,-0.5581395348837209,0.03351955307262578,-0.04735376044568259,-0.03272939801285798,0.08130081300813001,0.021505376344086054,0.6170212765957446,-0.6031331592689295,0.12253829321663012
2148,Jackson Porozo,2000,Troyes,0.11491442542787282,0.03225806451612903,0.0951008645533141,0.42056074766355134,-0.3383084577114428,-0.7164179104477612,0.6159793814432989,0.8899204244031831,0.4180898165717899,0.39017067003792677,-0.22963998601887456,-0.7671447196870925,-0.27177700348432055,-0.12524345379787927,-0.1777212054492913,-0.22436316133246245,-0.07650179702207774,-0.20470183486238527,-0.8698630136986302,-1.0,-0.5879899916597164,-0.33514689880304677,-0.30135322019878247,-0.2186252018013425,-0.9355932203389831,-0.7228116710875332,-0.6156069364161849,-1.0,-0.5128205128205129,-1.0,-1.0,-0.6865979381443299,-1.0,-0.31577372044298113,0.5156695156695156,-0.07466417685681581,0.41282051282051274,-0.10937499999999994,-0.6481481481481481,0.9713024282560707,-0.0062761506276151
2149,Sanjin Prcić,1993,Strasbourg,0.12682926829268282,-0.16494845360824748,-0.3762376237623762,-0.5922330097087378,0.19999999999999996,0.1666666666666667,0.22377622377622386,-0.29573170731707316,-0.006134969325153418,0.16114372277977654,0.45507927187316505,0.013763352506162754,-0.7983539094650206,0.2715251541061841,0.38133798430297744,0.2733333333333333,0.36838089424690984,0.8457561395950023,-0.20754716981132074,-0.5670103092783505,0.7710843373493975,0.09571665263329443,0.23513946617256745,0.32527525131641927,-0.7715617715617715,-0.38325991189427316,-0.10365853658536583,-0.36363636363636365,-0.5227272727272727,0.7142857142857142,-1.0,0.05783582089552232,0.27272727272727276,0.4003590664272888,-0.4014251781472686,0.030500631047538865,-0.34502923976608185,-0.12114537444933926,-0.5116279069767441,-0.48466257668711654,-0.7307692307692307
2154,Adil Rami,1985,Troyes,0.06845965770171146,-0.3870967741935484,-0.23342939481268013,-0.23052959501557635,-0.527363184079602,-0.7164179104477612,0.22422680412371127,0.8899204244031831,1.187223276407337,0.5643173198482935,-0.18758010019806598,-0.8464146023468058,-0.7020905923344948,-0.06562432373945036,-0.044378698224852034,-0.34536250816459835,0.11535170289234976,0.6777522935779817,-0.8047945205479452,-0.6984126984126984,-0.4453711426188491,-0.2236126224156692,-0.23946956870145145,-0.11045968221599119,-0.9677966101694915,-0.7480106100795756,-0.7803468208092486,-1.0,-0.5128205128205129,-1.0,0.4615384615384615,-0.7257731958762886,-1.0,0.4007782101167316,-0.6210826210826211,-0.0866815252093247,-0.5128205128205129,-0.30729166666666663,-0.6481481481481481,0.21633554083885215,-0.36401673640167365
2155,Sergio Ramos,1986,Paris S-G,0.4932249322493224,0.07846410684474121,0.40740740740740744,0.08571428571428567,0.3571428571428571,-0.6274509803921569,1.2587412587412588,3.227272727272727,3.3824404761904754,2.282690115616349,0.9475062180913734,-0.600291082296904,-0.484629294755877,0.8356784619671218,0.9149570610687021,0.3002307631097318,1.6223363566823297,2.3620129870129873,-0.8194774346793349,-0.17391304347826086,0.5492746373186592,0.8232727395252455,0.7698865240219049,0.8263928587133372,-0.9025141097998974,-0.7226277372262774,-0.7855530474040632,-1.0,-0.3448275862068966,0.2666666666666668,-1.0,-0.6057068741893645,-1.0,-0.015361558636193455,-0.5520110957004162,0.5451428571428572,0.838709677419355,0.13999999999999993,0.013333333333333376,3.446808510638298,2.3128205128205126
2156,Aaron Ramsey,1990,Nice,0.36476426799007455,0.3138500635324015,0.23873873873873863,-0.0025188916876575022,0.4666666666666666,1.0952380952380953,-0.06733167082294261,-0.30035335689045933,-0.2773109243697479,-0.3052983148626082,0.38397285304098155,0.5789264413518888,0.41935483870967744,0.23325736325385704,0.2727176051470197,0.1675901982514469,0.2820580128625804,0.6817307692307693,0.6426666666666665,-0.15384615384615383,0.8691840863115308,-0.10972547706729165,0.0795558827385214,0.24687401822180338,0.28511821974965235,-0.3333333333333333,-0.2338308457711443,-1.0,1.0754716981132075,-0.08333333333333326,-1.0,0.4879227053140097,3.219178082191781,-0.13714432196872586,0.06589147286821695,0.06588364837584884,0.40555555555555556,0.10000000000000002,0.3469387755102042,-0.6526315789473685,-0.2563380281690141
2158,Elba Rashani,1993,Clermont Foot,0.17108433734939751,0.052473763118440736,0.20618556701030918,-0.30973451327433627,0.3846153846153847,0.5555555555555556,-0.11682242990654208,-0.3747714808043876,-0.5739644970414202,-0.4967741935483871,-0.21754735792622126,0.75,1.6362204724409448,-0.10477334133893719,-0.1846144286335674,0.004464285714285765,-0.357042583060365,-0.5880597014925373,0.39534883720930225,0.5517241379310345,-0.24003127443315092,-0.16408366749756145,-0.03724195081527691,-0.08707607699358391,1.5028294260307193,0.4,0.16470588235294115,-0.43749999999999994,1.368421052631579,-0.027027027027026935,0.7999999999999999,0.39039665970772447,-1.0,-0.2575193354339731,1.1097256857855362,0.16742162891855414,0.553956834532374,-0.08900523560209421,0.5000000000000001,-0.26153846153846155,0.8484107579462103
2159,Rafael Ratão,1995,Toulouse,0.2703296703296703,0.2961876832844575,0.5692307692307692,0.49393939393939407,0.05836575875486384,0.2526315789473685,-0.07272727272727278,-0.807131280388979,-0.7793893129770992,-0.5265448215839861,-0.22090124640460207,0.5509241053873377,0.6929460580912863,-0.1250178054223447,-0.2100830574432247,-0.014121195503153284,-0.37945020279405134,-0.555254848894903,0.6242038216560511,1.6842105263157894,-0.15610047846889957,-0.02776186259701018,0.12786415711947627,-0.04594323394495418,1.2666666666666666,1.3534201954397393,1.4285714285714286,0.21428571428571436,0.9833333333333334,-0.41379310344827586,0.5454545454545454,0.5161290322580645,-1.0,-0.22328666175386871,0.7839506172839504,-0.026542923433874724,0.043859649122806994,0.4685863874345551,-0.5277777777777778,-0.62882096069869,-0.4872389791183294
2160,Rayan Raveloson,1997,Auxerre,1.0235294117647058,0.18564742589703598,0.2885154061624649,0.31661442006269597,0.25984251968503946,-0.7058823529411765,0.764705882352941,0.8817204301075268,0.9622641509433962,0.7408542079653992,0.5386338185890257,0.3237481408031731,0.315345699831366,0.5529308836395451,0.5905412062777112,0.5679702048417132,0.7637683725872143,0.3676656817222456,-0.08771929824561403,0.75,0.610305958132045,0.6941721729871918,0.48710539229049676,0.3991477272727272,0.027801179443976386,-0.22190201729106634,-0.47540983606557374,-0.5454545454545455,0.6216216216216215,-0.3939393939393939,0.17647058823529416,0.44869215291750497,-1.0,0.03549468977082152,0.35593220338983045,0.49090797583637424,0.011494252873563218,0.7721518987341772,-0.5348837209302325,0.2554112554112553,-0.17910447761194032
2163,Alexsandro Ribeiro,1999,Lille,-0.49184782608695654,-0.1037891268533772,-0.12068965517241372,0.59375,-0.524,-0.8316831683168316,0.4808362369337979,0.9214559386973179,1.365491651205937,0.9384642667139564,0.02618375666353086,-0.8803582853486884,-0.5952380952380952,0.009094260784072716,0.04180327868852459,-0.10295067844066338,0.2865540044085231,-0.029957203994293847,-0.9147869674185464,-0.711864406779661,-0.1891891891891892,0.043498576950851714,-0.03363824426208616,-0.019884578024112934,-0.9364994663820705,-0.5618556701030928,-0.3753280839895013,-1.0,-0.48484848484848486,-1.0,-1.0,-0.7808022922636103,-1.0,-0.41780821917808214,-0.4696707105719237,-0.1597473477647636,-0.3333333333333333,-0.2290249433106576,-0.4426229508196722,0.310843373493976,0.091743119266055
2165,Renaud Ripart,1993,Troyes,0.34718826405867964,0.2903225806451613,0.25936599423631124,-0.17133956386292837,0.890547263681592,0.7014925373134329,-0.6572164948453608,-0.8740053050397878,-0.8437697659709045,-0.7447850821744627,-0.2562041244320168,0.37731421121251635,0.8205574912891986,-0.2917658515472841,-0.3881932021466905,-0.27400391900718485,-0.4862228307376348,-0.694954128440367,0.3664383561643836,-0.6984126984126984,-0.25521267723102586,-0.3900979325353645,-0.32075325380310454,-0.22346843402158215,0.6745762711864406,0.05835543766578254,-0.39595375722543347,-0.17391304347826086,1.4358974358974357,1.3750000000000002,-1.0,0.13608247422680408,-1.0,-0.13798263992816517,0.8945868945868947,-0.2446238178422986,0.2179487179487179,0.23697916666666674,1.1111111111111112,1.3487858719646801,2.100418410041841
2166,Joe Rodon,1997,Rennes,-0.11345646437994722,-0.5996533795493934,-0.549079754601227,-0.2222222222222222,-0.8264462809917356,-1.0,-0.42727272727272725,1.025,1.0999999999999999,1.042132587859425,0.13114754098360662,-0.9098867147270855,-0.7026143790849674,0.07357292029237741,0.14678374727216045,-0.37085258294834106,0.6315906810834911,0.09646017699115043,-0.9436997319034852,-1.0,-0.44884841992501334,0.028018749867435903,-0.029987505206164097,0.11718653680187399,-1.0,-0.9132231404958677,-0.8333333333333334,-1.0,-1.0,-1.0,-1.0,-0.9020217729393468,-1.0,-0.5700934579439252,-0.6606822262118492,-0.09443091905051738,-0.48089887640449436,0.05586592178770951,-1.0,0.8260869565217391,0.2830957230142567
2167,Valentin Rongier,1994,Marseille,1.3529411764705883,1.358161648177496,1.5039787798408488,1.0869565217391304,1.6666666666666667,1.1666666666666667,1.1386138613861385,0.13011152416356878,0.30922930542340626,0.6217948717948718,1.1298417894162576,0.25641424350800807,-0.2686733556298774,0.7712044009559453,0.8303319592102408,0.902542372881356,0.8579835229501765,0.45993515516442796,0.3689839572192513,-0.6631578947368421,1.0740740740740742,0.871625674865027,0.8907868944273313,0.8268305718866916,-0.3417142857142857,0.03151862464183381,0.38095238095238093,-0.1111111111111111,-0.7611940298507462,-0.4838709677419355,1.5263157894736843,0.5681470137825421,-1.0,0.2412723041117147,-0.4656188605108055,0.5236180904522613,0.751578947368421,0.28888888888888886,-1.0,0.5707762557077626,0.1566265060240964
2168,Pablo Rosario,1997,Nice,-0.18114143920595527,0.28589580686149935,0.2882882882882882,0.2191435768261964,0.5438596491228069,-0.16190476190476186,0.2618453865336659,0.24381625441696117,0.19327731092436976,0.19234856535600414,0.32654659357870014,-0.19522862823061626,-0.5458064516129032,0.1831171107994391,0.22709629393311,0.11611870459303045,0.35713348208426304,0.31153846153846154,0.11466666666666658,-0.15384615384615383,0.6614969656102495,0.02745229327084025,0.0034589514234139567,0.22337417530631484,-0.3574408901251738,-0.4722222222222222,-0.6169154228855721,0.015384615384615372,-0.5849056603773585,-0.08333333333333326,-1.0,0.20450885668276975,-0.09589041095890416,-0.0807485260189694,-0.616279069767442,0.18902550926775563,0.10000000000000002,-0.20555555555555555,-1.0,-0.07368421052631582,0.3633802816901408
2169,Anthony Rouault,2001,Toulouse,0.9428571428571428,0.6451612903225806,0.6128205128205128,1.7818181818181822,-0.3385214007782101,-0.6421052631578947,1.4727272727272727,2.471636952998379,3.7885496183206104,2.7935596170583112,0.8140939597315437,-0.7693668895005898,-0.2240663900414938,0.9783960875551967,1.0369983156182843,0.5778722237455443,1.5613639777677635,1.5227785295444296,-0.6751592356687898,-1.0,0.3827751196172248,1.0507318089483828,0.7452945990180033,0.8435349770642201,-0.937037037037037,-0.7231270358306189,-0.8082706766917294,-1.0,-0.4333333333333333,-1.0,0.5454545454545454,-0.6774193548387096,-1.0,-0.4362564480471628,0.1543209876543209,0.742861562258314,-0.21710526315789475,-0.2434554973821989,-0.7638888888888888,2.1921397379912664,1.5243619489559166
2171,Fabián Ruiz Peña,1996,Paris S-G,0.23577235772357716,0.9666110183639398,0.5156695156695157,0.9387755102040816,1.2619047619047619,0.303921568627451,0.19580419580419584,0.045454545454545456,-0.25074404761904767,0.2716170004885198,0.44384081686084575,0.03069595130987035,-0.29566003616636527,0.30429785455558656,0.33178276081424923,0.4045516034057452,0.23746038684296794,0.27489177489177496,-0.23277909738717342,-0.5869565217391304,0.21660830415207596,0.012146840305271446,0.10790299295916646,0.3200826700672794,-0.1616213442791175,-0.4056308654848801,-0.22799097065462748,-0.6545454545454545,-0.3448275862068966,-1.0,0.7272727272727272,-0.08819714656290537,-1.0,0.2274260022480328,-0.26213592233009725,0.08114285714285714,-0.029569892473118215,-0.38250000000000006,0.013333333333333376,-0.5957446808510638,-0.317948717948718
2172,Halid Šabanović,1999,Angers,-0.5531914893617021,-0.7209302325581396,-0.6430594900849859,-0.4878048780487805,-0.9169960474308301,-1.0,-0.5172413793103449,-0.5359116022099447,-0.5189243027888446,-0.6535742340926944,-0.6286877917949737,-0.538785046728972,-0.767097966728281,-0.6136316119590215,-0.618429591174562,-0.5064748201438849,-0.6968332815895685,-0.7526766595289079,-0.8352941176470589,-0.6612903225806451,-0.6825396825396826,-0.7052731206057329,-0.6735684601522562,-0.667109167577698,-0.5097276264591439,-0.7174887892376681,-0.8032786885245902,-1.0,-1.0,-1.0,-1.0,-0.9049773755656109,-0.5227272727272727,0.011535048802129777,-0.49465240641711217,-0.5830454672766315,-0.5522388059701492,-0.895,-0.5227272727272727,-0.7920792079207921,-0.7975903614457831
2173,Falaye Sacko,1995,Montpellier,0.9724770642201834,0.3960546282245826,0.2594458438287153,0.43678160919540243,0.2448132780082987,0.7142857142857143,0.6624685138539042,1.255639097744361,1.1880064829821717,0.9116022099447514,0.4784745219527828,0.47127510509107895,-0.1131498470948013,0.5980861244019139,0.6802168021680217,0.8302559118885651,0.7112495419567608,0.3345864661654135,0.2459016393442623,0.35593220338983045,0.22877930476960384,0.6969875959834613,0.6345557920832099,0.4124537076909828,0.16472545757071544,-0.05387647831800256,0.02102102102102111,-0.1111111111111111,-1.0,-1.0,0.5384615384615384,0.312127236580517,-0.4520547945205479,-0.01648998822143705,-0.6559139784946236,0.5516463689670726,0.0993657505285413,-0.2534381139489194,0.42857142857142855,-0.24778761061946908,-0.32075471698113206
2174,Wesley Saïd,1995,Lens,-0.8247422680412371,-0.8684719535783365,-0.9449838187702265,-0.9186602870813397,-0.8553191489361702,-0.7671232876712328,-0.9483282674772037,-0.9363295880149812,-0.9668615984405458,-0.9628230616302187,-0.8020716235747551,-0.6433154152939137,-0.14478527607361957,-0.8006168281134617,-0.829947676208064,-0.7700249199003204,-0.8884348687469044,-0.8449062341611758,-0.6868421052631579,-1.0,-0.7518248175182481,-0.8289023265347956,-0.7848858782003102,-0.7768705014213996,-0.347651775486827,-0.3136645962732919,-0.08544303797468361,2.1224489795918364,0.06249999999999993,-1.0,-1.0,-0.7170953101361573,-1.0,-0.12774239207360233,-0.049152542372881435,-0.6699626190763295,-0.27038626609442057,-0.9635193133047211,-0.7213114754098361,-0.773936170212766,-0.6540697674418604
2175,Théo Sainte-Luce,1998,Montpellier,-0.6788990825688074,-0.6054628224582701,-0.44584382871536526,-0.5402298850574713,-0.5850622406639004,-1.0,-0.4962216624685139,-0.6691729323308271,-0.6920583468395463,-0.6574585635359116,-0.6581561798953104,-0.6450256889304063,-0.8165137614678899,-0.6533758639021797,-0.6395663956639567,-0.5562034337544541,-0.6335654085745694,-0.8402255639097744,-0.6065573770491803,0.01694915254237282,-0.7736459175424414,-0.7536916715888955,-0.7219153350758535,-0.6847816725518904,-0.4009983361064892,-0.6583442838370565,-0.5195195195195195,-1.0,-1.0,-1.0,-1.0,-0.7216699801192843,0.09589041095890413,0.2073027090694935,-0.8279569892473119,-0.6788452864230943,-0.4503171247357294,-0.9607072691552063,-1.0,-0.7345132743362832,-0.660377358490566
