,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
305,306,Giorgos Kyriakopoulos,gr GRE,DF,Monza,27.0,1996.0,19.0,1241.0,44.0,343.0,523.0,383.0,36.0,1241.0,32.0,18.0,56.3,11.0,34.4,765.0,4410.0,2611.0,64.0,37.0,13.0,16.0,10.0,845.0,94.0,Matches
306,307,Gianluca Lapadula,pe PER,FW,Cagliari,33.0,1990.0,13.4,262.0,7.0,23.0,97.0,145.0,67.0,261.0,9.0,4.0,44.4,3.0,33.3,143.0,651.0,237.0,8.0,6.0,7.0,21.0,8.0,189.0,63.0,Matches
307,308,Armand Lauriente,fr FRA,FW,Sassuolo,24.0,1998.0,32.3,1292.0,9.0,130.0,453.0,740.0,118.0,1292.0,135.0,63.0,46.7,54.0,40.0,817.0,6280.0,3470.0,125.0,84.0,48.0,80.0,55.0,880.0,268.0,Matches
308,309,Valentino Lazaro,at AUT,DFMF,Torino,27.0,1996.0,22.2,1268.0,39.0,250.0,552.0,487.0,33.0,1268.0,43.0,20.0,46.5,12.0,27.9,713.0,3505.0,1736.0,53.0,29.0,10.0,35.0,8.0,792.0,106.0,Matches
309,310,Darko Lazović,rs SRB,FWMF,Hellas Verona,32.0,1990.0,21.4,834.0,22.0,133.0,345.0,363.0,63.0,833.0,27.0,5.0,18.5,19.0,70.4,443.0,2469.0,1210.0,43.0,21.0,14.0,22.0,16.0,525.0,139.0,Matches
310,311,Manuel Lazzari,it ITA,DF,Lazio,29.0,1993.0,18.6,1138.0,30.0,325.0,541.0,283.0,18.0,1138.0,24.0,11.0,45.8,10.0,41.7,609.0,4072.0,2553.0,73.0,53.0,6.0,19.0,5.0,727.0,104.0,Matches
311,312,Nicola Leali,it ITA,GK,Genoa,30.0,1993.0,2.0,76.0,54.0,76.0,0.0,0.0,0.0,76.0,0.0,0.0,,0.0,,38.0,238.0,152.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,Matches
312,313,Rafael Leão,pt POR,FW,Milan,24.0,1999.0,27.9,1351.0,20.0,75.0,575.0,725.0,179.0,1351.0,154.0,77.0,50.0,61.0,39.6,937.0,7403.0,4060.0,160.0,99.0,82.0,66.0,41.0,1127.0,293.0,Matches
313,314,Jesper Lindstrøm,dk DEN,FWMF,Napoli,23.0,2000.0,4.8,306.0,2.0,27.0,129.0,154.0,20.0,306.0,25.0,11.0,44.0,14.0,56.0,184.0,1195.0,512.0,16.0,10.0,5.0,18.0,8.0,233.0,34.0,Matches
314,315,Karol Linetty,pl POL,MF,Torino,28.0,1995.0,20.6,1068.0,42.0,192.0,703.0,182.0,13.0,1068.0,17.0,8.0,47.1,7.0,41.2,580.0,2736.0,1441.0,31.0,24.0,5.0,22.0,11.0,686.0,25.0,Matches
315,316,Luca Lipani,it ITA,MF,Sassuolo,18.0,2005.0,4.3,202.0,11.0,55.0,106.0,42.0,7.0,202.0,4.0,2.0,50.0,2.0,50.0,89.0,365.0,163.0,6.0,1.0,1.0,2.0,4.0,103.0,3.0,Matches
316,317,Pol Lirola,es ESP,DF,Frosinone,25.0,1997.0,17.1,874.0,45.0,294.0,403.0,184.0,13.0,874.0,13.0,6.0,46.2,7.0,53.8,393.0,2267.0,1306.0,30.0,20.0,1.0,11.0,9.0,486.0,59.0,Matches
317,318,Marcin Listkowski,pl POL,FW,Lecce,25.0,1998.0,0.1,5.0,0.0,1.0,3.0,1.0,0.0,5.0,0.0,0.0,,0.0,,4.0,15.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,Matches
318,319,Diego Llorente,es ESP,DF,Roma,29.0,1993.0,24.1,1865.0,233.0,945.0,869.0,56.0,12.0,1865.0,7.0,3.0,42.9,3.0,42.9,1208.0,6166.0,2944.0,20.0,10.0,0.0,10.0,3.0,1370.0,5.0,Matches
319,320,Stanislav Lobotka,sk SVK,MF,Napoli,28.0,1994.0,36.5,2518.0,94.0,521.0,1658.0,361.0,5.0,2518.0,33.0,15.0,45.5,11.0,33.3,1449.0,6884.0,2731.0,29.0,47.0,2.0,25.0,13.0,1851.0,34.0,Matches
320,321,Manuel Locatelli,it ITA,MF,Juventus,25.0,1998.0,33.4,2285.0,101.0,542.0,1418.0,341.0,22.0,2285.0,19.0,13.0,68.4,5.0,26.3,1262.0,5525.0,2702.0,21.0,37.0,2.0,19.0,17.0,1604.0,26.0,Matches
321,322,Ruben Loftus-Cheek,eng ENG,MF,Milan,27.0,1996.0,23.0,953.0,27.0,122.0,494.0,356.0,64.0,953.0,56.0,30.0,53.6,20.0,35.7,581.0,4166.0,2373.0,73.0,63.0,9.0,35.0,22.0,717.0,113.0,Matches
322,323,Ademola Lookman,ng NGA,FWMF,Atalanta,25.0,1997.0,21.0,1109.0,2.0,54.0,458.0,607.0,129.0,1109.0,87.0,39.0,44.8,37.0,42.5,699.0,4257.0,1972.0,72.0,42.0,35.0,66.0,42.0,866.0,222.0,Matches
323,324,Maxime Lopez,fr FRA,MF,Fiorentina,25.0,1997.0,8.9,724.0,19.0,145.0,459.0,120.0,8.0,724.0,4.0,2.0,50.0,2.0,50.0,470.0,2352.0,1174.0,14.0,12.0,1.0,4.0,1.0,543.0,11.0,Matches
324,325,Maxime Lopez,fr FRA,MF,Sassuolo,25.0,1997.0,1.6,144.0,10.0,38.0,89.0,19.0,0.0,144.0,2.0,0.0,0.0,2.0,100.0,107.0,542.0,267.0,2.0,4.0,0.0,1.0,0.0,125.0,4.0,Matches
325,326,Matteo Lovato,it ITA,DF,Torino,23.0,2000.0,6.0,324.0,22.0,179.0,137.0,8.0,3.0,324.0,0.0,0.0,,0.0,,150.0,550.0,140.0,0.0,0.0,0.0,0.0,1.0,190.0,0.0,Matches
326,327,Matteo Lovato,it ITA,DF,Salernitana,23.0,2000.0,10.5,523.0,69.0,247.0,255.0,25.0,4.0,523.0,1.0,0.0,0.0,1.0,100.0,222.0,772.0,383.0,1.0,2.0,0.0,6.0,3.0,258.0,1.0,Matches
327,328,Sandi Lovrić,si SVN,MF,Udinese,25.0,1998.0,22.1,939.0,31.0,169.0,444.0,347.0,35.0,939.0,32.0,17.0,53.1,14.0,43.8,521.0,3157.0,1735.0,52.0,35.0,10.0,30.0,20.0,546.0,80.0,Matches
328,329,Lorenzo Lucca,it ITA,FW,Udinese,22.0,2000.0,28.8,772.0,41.0,91.0,377.0,313.0,93.0,772.0,33.0,12.0,36.4,20.0,60.6,436.0,1829.0,459.0,10.0,16.0,5.0,85.0,48.0,598.0,118.0,Matches
329,330,Jhon Lucumí,co COL,DF,Bologna,25.0,1998.0,24.6,2062.0,213.0,913.0,1082.0,81.0,10.0,2062.0,10.0,8.0,80.0,2.0,20.0,1339.0,7663.0,4522.0,28.0,21.0,0.0,15.0,6.0,1552.0,4.0,Matches
330,331,José Luis Palomino,ar ARG,DF,Atalanta,33.0,1990.0,0.3,43.0,6.0,29.0,14.0,0.0,0.0,43.0,0.0,0.0,,0.0,,21.0,88.0,51.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,Matches
331,332,Romelu Lukaku,be BEL,FW,Roma,30.0,1993.0,29.3,843.0,22.0,59.0,346.0,448.0,141.0,842.0,24.0,11.0,45.8,13.0,54.2,500.0,2060.0,1019.0,37.0,24.0,22.0,52.0,32.0,667.0,234.0,Matches
332,333,Karlo Lulić,hr CRO,MF,Frosinone,27.0,1996.0,0.2,14.0,0.0,2.0,10.0,2.0,0.0,14.0,0.0,0.0,,0.0,,10.0,49.0,15.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,Matches
333,334,Sebastiano Luperto,it ITA,DF,Empoli,26.0,1996.0,37.8,2130.0,297.0,1165.0,876.0,103.0,29.0,2130.0,9.0,7.0,77.8,2.0,22.2,1172.0,5285.0,2754.0,13.0,12.0,0.0,12.0,1.0,1312.0,13.0,Matches
334,335,Mateus Lusuardi,br BRA,DF,Frosinone,19.0,2004.0,2.4,176.0,13.0,57.0,99.0,20.0,1.0,176.0,1.0,1.0,100.0,0.0,0.0,93.0,505.0,257.0,2.0,3.0,0.0,1.0,1.0,115.0,0.0,Matches
335,336,Zito Luvumbo,ao ANG,FWMF,Cagliari,21.0,2002.0,21.6,646.0,2.0,50.0,186.0,427.0,123.0,646.0,86.0,30.0,34.9,40.0,46.5,463.0,3510.0,1983.0,85.0,43.0,45.0,69.0,47.0,499.0,181.0,Matches
336,337,Charalambos Lykogiannis,gr GRE,DF,Bologna,29.0,1993.0,10.0,682.0,28.0,194.0,311.0,180.0,10.0,682.0,7.0,2.0,28.6,5.0,71.4,354.0,1964.0,1020.0,36.0,20.0,3.0,5.0,5.0,455.0,41.0,Matches
337,338,Giulio Maggiore,it ITA,MF,Salernitana,25.0,1998.0,20.0,1013.0,63.0,293.0,592.0,139.0,31.0,1013.0,16.0,6.0,37.5,7.0,43.8,470.0,2152.0,825.0,8.0,3.0,2.0,19.0,8.0,585.0,25.0,Matches
338,339,Giangiacomo Magnani,it ITA,DF,Hellas Verona,27.0,1995.0,27.2,1285.0,172.0,640.0,602.0,48.0,13.0,1285.0,13.0,8.0,61.5,2.0,15.4,660.0,3337.0,1725.0,15.0,13.0,3.0,16.0,3.0,673.0,10.0,Matches
339,340,Mike Maignan,fr FRA,GK,Milan,28.0,1995.0,29.0,1285.0,960.0,1281.0,5.0,0.0,0.0,1285.0,1.0,1.0,100.0,0.0,0.0,873.0,4782.0,3225.0,0.0,0.0,0.0,1.0,0.0,732.0,0.0,Matches
340,341,Antoine Makoumbou,cg CGO,MF,Cagliari,25.0,1998.0,30.0,1423.0,62.0,338.0,847.0,254.0,11.0,1423.0,36.0,21.0,58.3,9.0,25.0,869.0,4766.0,2042.0,37.0,26.0,1.0,30.0,30.0,993.0,52.0,Matches
341,342,Daniel Maldini,it ITA,MFFW,Monza,21.0,2001.0,3.7,159.0,2.0,21.0,74.0,71.0,13.0,159.0,19.0,9.0,47.4,7.0,36.8,101.0,770.0,419.0,15.0,7.0,7.0,12.0,5.0,123.0,22.0,Matches
342,343,Daniel Maldini,it ITA,FWMF,Empoli,21.0,2001.0,2.9,135.0,1.0,10.0,66.0,63.0,8.0,135.0,17.0,7.0,41.2,10.0,58.8,68.0,456.0,197.0,7.0,7.0,2.0,11.0,5.0,87.0,10.0,Matches
343,344,Youssef Maleh,ma MAR,MF,Empoli,24.0,1998.0,28.9,1328.0,52.0,317.0,681.0,344.0,28.0,1328.0,16.0,8.0,50.0,7.0,43.8,605.0,2646.0,1233.0,17.0,25.0,4.0,40.0,18.0,754.0,65.0,Matches
344,345,Ruslan Malinovskyi,ua UKR,MF,Genoa,30.0,1993.0,17.2,891.0,27.0,191.0,503.0,211.0,4.0,891.0,27.0,10.0,37.0,13.0,48.1,532.0,3228.0,1398.0,24.0,28.0,0.0,22.0,22.0,605.0,31.0,Matches
345,346,Gianluca Mancini,it ITA,DF,Roma,27.0,1996.0,31.9,2248.0,249.0,997.0,1095.0,167.0,28.0,2248.0,5.0,4.0,80.0,1.0,20.0,1397.0,6722.0,4373.0,38.0,43.0,0.0,4.0,10.0,1677.0,13.0,Matches
346,347,Marco Mancosu,it ITA,MFFW,Cagliari,34.0,1988.0,1.7,84.0,0.0,9.0,44.0,31.0,4.0,83.0,6.0,3.0,50.0,3.0,50.0,51.0,221.0,99.0,4.0,2.0,0.0,3.0,3.0,58.0,11.0,Matches
347,348,Christos Mandas,gr GRE,GK,Lazio,21.0,2001.0,8.0,286.0,237.0,282.0,4.0,0.0,0.0,286.0,2.0,2.0,100.0,0.0,0.0,174.0,939.0,498.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,Matches
348,349,Rolando Mandragora,it ITA,MF,Fiorentina,26.0,1997.0,17.6,897.0,27.0,155.0,521.0,224.0,25.0,897.0,11.0,6.0,54.5,4.0,36.4,489.0,1723.0,827.0,7.0,6.0,0.0,10.0,8.0,587.0,32.0,Matches
349,350,Kostas Manolas,gr GRE,DF,Salernitana,32.0,1991.0,5.4,354.0,46.0,195.0,154.0,6.0,4.0,354.0,1.0,1.0,100.0,0.0,0.0,212.0,1028.0,470.0,0.0,2.0,0.0,1.0,1.0,246.0,2.0,Matches
350,351,Riccardo Marchizza,it ITA,DF,Frosinone,25.0,1998.0,12.8,644.0,38.0,229.0,262.0,154.0,16.0,644.0,8.0,3.0,37.5,5.0,62.5,306.0,1138.0,561.0,6.0,3.0,1.0,9.0,1.0,372.0,39.0,Matches
351,352,Gian Marco Ferrari,it ITA,DF,Sassuolo,31.0,1992.0,25.2,1499.0,164.0,649.0,766.0,88.0,27.0,1499.0,5.0,3.0,60.0,1.0,20.0,881.0,4954.0,3171.0,32.0,16.0,0.0,14.0,1.0,976.0,7.0,Matches
352,353,Pablo Marí,es ESP,DF,Monza,29.0,1993.0,29.1,2007.0,307.0,1087.0,880.0,44.0,17.0,2007.0,8.0,5.0,62.5,2.0,25.0,1224.0,5474.0,2795.0,2.0,8.0,0.0,8.0,3.0,1420.0,1.0,Matches
353,354,Mirko Marić,hr CRO,FW,Monza,28.0,1995.0,3.2,135.0,4.0,9.0,59.0,69.0,20.0,135.0,4.0,1.0,25.0,3.0,75.0,71.0,232.0,91.0,2.0,3.0,1.0,10.0,5.0,106.0,30.0,Matches
354,355,Răzvan Marin,ro ROU,MF,Empoli,27.0,1996.0,20.2,1101.0,36.0,230.0,591.0,289.0,15.0,1101.0,30.0,15.0,50.0,14.0,46.7,544.0,2691.0,1243.0,21.0,17.0,5.0,24.0,19.0,654.0,24.0,Matches
355,356,Agustín Martegani,ar ARG,MF,Salernitana,23.0,2000.0,8.1,371.0,14.0,65.0,201.0,113.0,9.0,371.0,21.0,12.0,57.1,5.0,23.8,215.0,1328.0,678.0,14.0,15.0,3.0,10.0,9.0,239.0,22.0,Matches
356,357,Aarón Martín,es ESP,DF,Genoa,26.0,1997.0,15.3,703.0,26.0,166.0,288.0,255.0,10.0,703.0,12.0,6.0,50.0,6.0,50.0,367.0,1839.0,972.0,28.0,21.0,3.0,12.0,4.0,432.0,72.0,Matches
357,358,Tommaso Martinelli,it ITA,GK,Fiorentina,17.0,2006.0,1.0,,,,,,,,,,,,,,,,,,,,,,,Matches
358,359,Josep Martinez,es ESP,GK,Genoa,25.0,1998.0,36.0,1502.0,1121.0,1482.0,20.0,1.0,0.0,1502.0,3.0,3.0,100.0,0.0,0.0,974.0,6451.0,4095.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,Matches
359,360,Lautaro Martínez,ar ARG,FW,Inter,25.0,1997.0,29.5,1176.0,12.0,88.0,532.0,564.0,178.0,1173.0,68.0,19.0,27.9,39.0,57.4,735.0,3228.0,1486.0,54.0,29.0,28.0,68.0,45.0,878.0,172.0,Matches
360,361,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,27.0,1996.0,25.5,1966.0,115.0,782.0,1064.0,132.0,41.0,1966.0,28.0,13.0,46.4,13.0,46.4,1184.0,6590.0,3542.0,23.0,20.0,3.0,21.0,7.0,1294.0,16.0,Matches
361,362,Adam Marušić,me MNE,DF,Lazio,30.0,1992.0,34.4,2103.0,102.0,695.0,1028.0,391.0,22.0,2103.0,32.0,14.0,43.8,14.0,43.8,979.0,4378.0,2368.0,35.0,31.0,3.0,24.0,5.0,1334.0,108.0,Matches
362,363,Adam Masina,ma MAR,DF,Udinese,29.0,1994.0,0.7,48.0,7.0,27.0,14.0,7.0,0.0,48.0,0.0,0.0,,0.0,,20.0,55.0,8.0,0.0,0.0,0.0,2.0,1.0,20.0,3.0,Matches
363,364,Adam Masina,ma MAR,DF,Torino,29.0,1994.0,11.4,741.0,94.0,395.0,309.0,42.0,8.0,741.0,1.0,1.0,100.0,0.0,0.0,432.0,1798.0,830.0,3.0,4.0,0.0,4.0,6.0,504.0,6.0,Matches
364,365,Alan Matturro,uy URU,DF,Genoa,18.0,2004.0,1.2,42.0,10.0,18.0,17.0,7.0,2.0,42.0,1.0,1.0,100.0,0.0,0.0,13.0,41.0,7.0,0.0,0.0,0.0,3.0,0.0,15.0,1.0,Matches
365,366,Luca Mazzitelli,it ITA,MF,Frosinone,27.0,1995.0,24.6,1581.0,76.0,341.0,958.0,294.0,34.0,1581.0,18.0,11.0,61.1,6.0,33.3,773.0,3395.0,1244.0,18.0,16.0,1.0,22.0,22.0,1082.0,53.0,Matches
366,367,Pasquale Mazzocchi,it ITA,DF,Salernitana,28.0,1995.0,14.1,780.0,47.0,253.0,327.0,210.0,12.0,780.0,40.0,17.0,42.5,19.0,47.5,384.0,2438.0,1358.0,36.0,29.0,5.0,31.0,13.0,440.0,62.0,Matches
367,368,Pasquale Mazzocchi,it ITA,DF,Napoli,28.0,1995.0,4.8,328.0,12.0,92.0,155.0,82.0,6.0,328.0,18.0,6.0,33.3,9.0,50.0,190.0,1262.0,559.0,14.0,13.0,2.0,5.0,3.0,213.0,22.0,Matches
368,369,Jordi Mboula,es ESP,FWMF,Hellas Verona,24.0,1999.0,3.4,98.0,2.0,10.0,39.0,49.0,11.0,98.0,5.0,2.0,40.0,2.0,40.0,66.0,581.0,225.0,10.0,2.0,5.0,8.0,7.0,72.0,22.0,Matches
369,370,Weston McKennie,us USA,MFDF,Juventus,24.0,1998.0,28.8,1457.0,92.0,310.0,601.0,559.0,69.0,1457.0,53.0,18.0,34.0,29.0,54.7,732.0,3889.0,2061.0,64.0,39.0,8.0,38.0,19.0,884.0,176.0,Matches
370,371,Arthur Melo,br BRA,MF,Fiorentina,26.0,1996.0,22.1,1654.0,46.0,334.0,1026.0,320.0,8.0,1653.0,20.0,11.0,55.0,4.0,20.0,1099.0,6199.0,2393.0,21.0,43.0,2.0,14.0,15.0,1243.0,27.0,Matches
371,372,Leonardo Mendicino,it ITA,MF,Atalanta,17.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
372,373,Alex Meret,it ITA,GK,Napoli,26.0,1997.0,30.8,959.0,793.0,956.0,3.0,0.0,0.0,959.0,1.0,1.0,100.0,0.0,0.0,564.0,2467.0,1302.0,0.0,0.0,0.0,0.0,0.0,554.0,0.0,Matches
373,374,Junior Messias,br BRA,MFDF,Genoa,32.0,1991.0,11.7,490.0,23.0,100.0,208.0,194.0,28.0,490.0,43.0,16.0,37.2,18.0,41.9,282.0,2069.0,1138.0,35.0,29.0,6.0,24.0,13.0,309.0,75.0,Matches
374,375,Nikola Milenković,rs SRB,DF,Fiorentina,25.0,1997.0,27.9,1810.0,160.0,941.0,803.0,67.0,28.0,1810.0,3.0,2.0,66.7,1.0,33.3,1004.0,4636.0,2412.0,8.0,12.0,1.0,6.0,2.0,1193.0,10.0,Matches
375,376,Arkadiusz Milik,pl POL,FW,Juventus,29.0,1994.0,10.2,391.0,3.0,36.0,182.0,175.0,52.0,391.0,10.0,5.0,50.0,5.0,50.0,242.0,894.0,331.0,12.0,8.0,3.0,30.0,12.0,319.0,49.0,Matches
376,377,Vanja Milinković-Savić,rs SRB,GK,Torino,26.0,1997.0,36.0,1620.0,1290.0,1610.0,11.0,0.0,0.0,1620.0,1.0,0.0,0.0,1.0,100.0,1003.0,5562.0,3199.0,0.0,0.0,0.0,0.0,0.0,859.0,0.0,Matches
377,378,Yerry Mina,co COL,DFMF,Fiorentina,28.0,1994.0,0.5,21.0,1.0,8.0,11.0,2.0,1.0,21.0,0.0,0.0,,0.0,,8.0,46.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,Matches
378,379,Yerry Mina,co COL,DF,Cagliari,28.0,1994.0,13.5,713.0,138.0,448.0,249.0,18.0,5.0,712.0,3.0,2.0,66.7,1.0,33.3,337.0,1925.0,1068.0,4.0,0.0,0.0,10.0,0.0,364.0,3.0,Matches
379,380,Aleksei Miranchuk,ru RUS,MFFW,Atalanta,27.0,1995.0,13.1,785.0,4.0,62.0,323.0,407.0,52.0,785.0,49.0,17.0,34.7,27.0,55.1,490.0,2993.0,1421.0,41.0,35.0,10.0,37.0,15.0,601.0,122.0,Matches
380,381,Kevin Miranda,it ITA,DF,Sassuolo,20.0,2003.0,0.2,11.0,1.0,7.0,5.0,0.0,0.0,11.0,1.0,1.0,100.0,0.0,0.0,8.0,49.0,31.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,Matches
381,382,Antonio Mirante,it ITA,GK,Milan,40.0,1983.0,2.0,59.0,48.0,57.0,2.0,0.0,0.0,59.0,0.0,0.0,,0.0,,33.0,128.0,84.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,Matches
382,383,Fabio Miretti,it ITA,MF,Juventus,19.0,2003.0,12.3,604.0,12.0,86.0,291.0,237.0,35.0,604.0,42.0,21.0,50.0,18.0,42.9,362.0,2026.0,1002.0,22.0,17.0,7.0,34.0,25.0,399.0,62.0,Matches
383,384,Filippo Missori,it ITA,DF,Sassuolo,19.0,2004.0,3.0,146.0,10.0,50.0,68.0,30.0,3.0,146.0,2.0,1.0,50.0,1.0,50.0,65.0,330.0,198.0,5.0,2.0,2.0,1.0,2.0,73.0,7.0,Matches
384,385,Stefan Mitrović,rs SRB,FWMF,Hellas Verona,20.0,2002.0,4.3,164.0,1.0,11.0,89.0,69.0,10.0,164.0,14.0,6.0,42.9,6.0,42.9,101.0,810.0,383.0,13.0,8.0,2.0,13.0,4.0,107.0,24.0,Matches
385,386,Henrikh Mkhitaryan,am ARM,MF,Inter,34.0,1989.0,30.9,1982.0,50.0,301.0,1079.0,628.0,64.0,1982.0,38.0,19.0,50.0,17.0,44.7,1191.0,6710.0,3583.0,92.0,77.0,13.0,39.0,19.0,1472.0,127.0,Matches
386,387,Ilario Monterisi,it ITA,DF,Frosinone,21.0,2001.0,16.3,1136.0,146.0,607.0,457.0,76.0,12.0,1136.0,9.0,5.0,55.6,4.0,44.4,590.0,2370.0,1220.0,4.0,5.0,0.0,4.0,3.0,731.0,18.0,Matches
387,388,Lorenzo Montipò,it ITA,GK,Hellas Verona,27.0,1996.0,37.0,1385.0,1055.0,1375.0,9.0,1.0,1.0,1385.0,0.0,0.0,,0.0,,689.0,3602.0,1933.0,0.0,0.0,0.0,2.0,0.0,599.0,0.0,Matches
388,389,Nikola Moro,hr CRO,MF,Bologna,25.0,1998.0,9.3,664.0,16.0,128.0,401.0,142.0,9.0,664.0,10.0,5.0,50.0,5.0,50.0,393.0,2028.0,896.0,21.0,21.0,2.0,9.0,11.0,501.0,38.0,Matches
389,390,Dany Mota,pt POR,FWMF,Monza,25.0,1998.0,22.8,1028.0,22.0,101.0,434.0,504.0,93.0,1028.0,49.0,16.0,32.7,28.0,57.1,696.0,5390.0,2771.0,112.0,82.0,32.0,43.0,30.0,785.0,152.0,Matches
390,391,Samuele Mulattieri,it ITA,FWMF,Sassuolo,22.0,2000.0,5.1,188.0,4.0,11.0,102.0,77.0,21.0,188.0,16.0,4.0,25.0,8.0,50.0,101.0,552.0,240.0,8.0,8.0,7.0,20.0,13.0,130.0,38.0,Matches
391,392,Luis Muriel,co COL,FWMF,Atalanta,32.0,1991.0,4.5,313.0,1.0,6.0,129.0,180.0,25.0,313.0,22.0,7.0,31.8,9.0,40.9,203.0,1292.0,645.0,19.0,16.0,5.0,14.0,18.0,254.0,57.0,Matches
392,393,Yunus Musah,us USA,MFFW,Milan,20.0,2002.0,16.4,831.0,27.0,173.0,383.0,291.0,20.0,831.0,47.0,22.0,46.8,20.0,42.6,520.0,3554.0,2034.0,48.0,39.0,6.0,32.0,15.0,580.0,77.0,Matches
393,394,Juan Musso,ar ARG,GK,Atalanta,29.0,1994.0,11.0,396.0,331.0,392.0,5.0,0.0,0.0,396.0,0.0,0.0,,0.0,,248.0,1433.0,921.0,0.0,0.0,0.0,2.0,0.0,192.0,0.0,Matches
394,395,Kingstone Mutandwa,zm ZAM,FWMF,Cagliari,20.0,2003.0,0.4,22.0,2.0,4.0,12.0,7.0,2.0,22.0,3.0,1.0,33.3,2.0,66.7,10.0,53.0,28.0,1.0,1.0,0.0,3.0,0.0,12.0,2.0,Matches
395,396,Obite N'Dicka,ci CIV,DF,Roma,23.0,1999.0,24.1,1770.0,230.0,860.0,843.0,81.0,13.0,1770.0,3.0,2.0,66.7,1.0,33.3,1164.0,5998.0,3599.0,26.0,22.0,1.0,7.0,4.0,1345.0,11.0,Matches
396,397,Nahitan Nández,uy URU,MFDF,Cagliari,27.0,1995.0,26.0,1143.0,40.0,229.0,476.0,463.0,45.0,1142.0,49.0,28.0,57.1,17.0,34.7,557.0,3433.0,1808.0,57.0,22.0,10.0,40.0,37.0,656.0,89.0,Matches
397,398,Natan,br BRA,DF,Napoli,22.0,2001.0,10.6,756.0,70.0,327.0,384.0,50.0,8.0,756.0,5.0,2.0,40.0,2.0,40.0,470.0,2769.0,1512.0,15.0,7.0,0.0,10.0,1.0,552.0,11.0,Matches
398,399,Lapo Nava,it ITA,GK,Milan,19.0,2004.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches
399,400,Michel Ndary Adopo,fr FRA,MF,Atalanta,23.0,2000.0,1.2,99.0,4.0,14.0,58.0,29.0,4.0,99.0,2.0,2.0,100.0,0.0,0.0,57.0,332.0,151.0,3.0,3.0,1.0,6.0,2.0,78.0,16.0,Matches
400,401,Dan Ndoye,ch SUI,FWMF,Bologna,22.0,2000.0,19.7,872.0,19.0,127.0,346.0,423.0,74.0,872.0,93.0,34.0,36.6,43.0,46.2,593.0,4896.0,2713.0,88.0,56.0,30.0,57.0,26.0,646.0,173.0,Matches
401,402,Cyril Ngonge,be BEL,FWMF,Hellas Verona,23.0,2000.0,15.9,567.0,14.0,49.0,226.0,306.0,56.0,567.0,66.0,29.0,43.9,33.0,50.0,350.0,2467.0,1197.0,53.0,29.0,19.0,53.0,19.0,405.0,117.0,Matches
402,403,Cyril Ngonge,be BEL,FW,Napoli,23.0,2000.0,3.5,198.0,4.0,14.0,74.0,113.0,16.0,198.0,16.0,8.0,50.0,7.0,43.8,129.0,931.0,482.0,18.0,9.0,6.0,11.0,3.0,161.0,43.0,Matches
403,404,M'Baye Niang,sn SEN,FW,Empoli,28.0,1994.0,7.9,253.0,15.0,27.0,110.0,118.0,36.0,249.0,16.0,5.0,31.3,9.0,56.3,146.0,748.0,292.0,13.0,8.0,10.0,34.0,12.0,204.0,43.0,Matches
404,405,Hans Nicolussi Caviglia,it ITA,MF,Juventus,23.0,2000.0,3.0,163.0,5.0,26.0,101.0,36.0,0.0,163.0,6.0,0.0,0.0,4.0,66.7,92.0,362.0,161.0,0.0,0.0,0.0,2.0,3.0,99.0,2.0,Matches
405,406,Joseph Nonge,be BEL,MF,Juventus,18.0,2005.0,0.3,11.0,1.0,3.0,2.0,6.0,0.0,11.0,2.0,1.0,50.0,0.0,0.0,9.0,62.0,28.0,1.0,1.0,0.0,0.0,0.0,8.0,2.0,Matches
406,407,Tijjani Noslin,nl NED,FWMF,Hellas Verona,24.0,1999.0,14.9,526.0,23.0,53.0,198.0,282.0,54.0,526.0,25.0,8.0,32.0,16.0,64.0,292.0,1525.0,721.0,29.0,22.0,13.0,52.0,13.0,364.0,94.0,Matches
